Species	Lake	Age	Year	Season
BG	Lamoka	1	2006	Spring
BG	Lamoka	2	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	2	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	2	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	1	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	2	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	2	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	3	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	4	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	5	2006	Spring
BG	Lamoka	6	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	7	2006	Spring
BG	Lamoka	5	2003	Fall
BG	Lamoka	3	2003	Fall
BG	Lamoka	3	2003	Fall
BG	Lamoka	1	2003	Fall
BG	Lamoka	5	2003	Fall
BG	Lamoka	4	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	5	2003	Fall
BG	Lamoka	3	2003	Fall
BG	Lamoka	3	2003	Fall
BG	Lamoka	3	2003	Fall
BG	Lamoka	4	2003	Fall
BG	Lamoka	5	2003	Fall
BG	Lamoka	0	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	2	2003	Fall
BG	Lamoka	4	2003	Fall
BG	Lamoka	5	2003	Fall
BG	Lamoka	4	2003	Fall
BG	Lamoka	0	2004	Fall
BG	Lamoka	0	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	5	2004	Fall
BG	Lamoka	7	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	5	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	0	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	5	2004	Fall
BG	Lamoka	5	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	6	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	5	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	3	2004	Fall
BG	Lamoka	4	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	2	2004	Fall
BG	Lamoka	0	2004	Fall
BG	Lamoka	1	2004	Fall
BG	Lamoka	5	2005	Fall
BG	Lamoka	5	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	7	2005	Fall
BG	Lamoka	8	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	4	2005	Fall
BG	Lamoka	4	2005	Fall
BG	Lamoka	6	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	3	2005	Fall
BG	Lamoka	5	2005	Fall
BG	Lamoka	3	2005	Fall
BG	Lamoka	3	2005	Fall
BG	Lamoka	4	2005	Fall
BG	Lamoka	4	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	2	2005	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	5	2006	Fall
BG	Lamoka	5	2006	Fall
BG	Lamoka	5	2006	Fall
BG	Lamoka	8	2006	Fall
BG	Lamoka	6	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	2	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	6	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	2	2006	Fall
BG	Lamoka	5	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	6	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	2	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	4	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	6	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	2	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	3	2006	Fall
BG	Lamoka	1	2006	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	6	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	5	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	5	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	5	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	5	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	3	2007	Fall
BG	Lamoka	4	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	5	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	1	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	2	2007	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	6	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	6	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	6	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	6	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	5	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	4	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	3	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	1	2008	Fall
BG	Lamoka	2	2008	Fall
BG	Lamoka	0	2008	Fall
BG	Lamoka	5	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	5	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	0	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	5	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	6	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	6	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	0	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	4	2009	Fall
BG	Lamoka	6	2009	Fall
BG	Lamoka	5	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	2	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	6	2009	Fall
BG	Lamoka	3	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Lamoka	1	2009	Fall
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	1	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	5	2003	Spring
BG	Waneta	2	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	4	2003	Spring
BG	Waneta	5	2003	Spring
BG	Waneta	6	2003	Spring
BG	Waneta	4	2003	Spring
BG	Waneta	4	2003	Spring
BG	Waneta	6	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	3	2003	Spring
BG	Waneta	4	2003	Spring
BG	Waneta	5	2003	Spring
BG	Waneta	6	2003	Spring
BG	Waneta	6	2003	Spring
BG	Waneta	6	2003	Spring
BG	Waneta	5	2003	Spring
BG	Waneta	4	2003	Spring
BG	Waneta	2	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	2	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	3	2004	Spring
BG	Waneta	5	2004	Spring
BG	Waneta	5	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	5	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	6	2004	Spring
BG	Waneta	4	2004	Spring
BG	Waneta	2	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	3	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	7	2005	Spring
BG	Waneta	6	2005	Spring
BG	Waneta	4	2005	Spring
BG	Waneta	6	2005	Spring
BG	Waneta	5	2005	Spring
BG	Waneta	6	2005	Spring
BG	Waneta	3	2003	Fall
BG	Waneta	0	2003	Fall
BG	Waneta	4	2003	Fall
BG	Waneta	6	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	4	2003	Fall
BG	Waneta	4	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	5	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	6	2003	Fall
BG	Waneta	4	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	3	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	2	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	1	2003	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	4	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	6	2004	Fall
BG	Waneta	1	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	4	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	4	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	1	2004	Fall
BG	Waneta	1	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	5	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	3	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	4	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	2	2004	Fall
BG	Waneta	1	2004	Fall
BG	Waneta	1	2004	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	5	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	0	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	5	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	5	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	5	2005	Fall
BG	Waneta	2	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	5	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	1	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	2	2005	Fall
BG	Waneta	2	2005	Fall
BG	Waneta	1	2005	Fall
BG	Waneta	2	2005	Fall
BG	Waneta	0	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	3	2005	Fall
BG	Waneta	4	2005	Fall
BG	Waneta	1	2005	Fall
BG	Waneta	0	2005	Fall
BG	Waneta	0	2005	Fall
BG	Waneta	0	2005	Fall
BG	Waneta	5	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	5	2006	Fall
BG	Waneta	4	2006	Fall
BG	Waneta	5	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	3	2006	Fall
BG	Waneta	6	2006	Fall
BG	Waneta	7	2006	Fall
BG	Waneta	4	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	0	2006	Fall
BG	Waneta	3	2006	Fall
BG	Waneta	5	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	5	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	0	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	1	2006	Fall
BG	Waneta	2	2006	Fall
BG	Waneta	6	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	0	2007	Fall
BG	Waneta	0	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	5	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	5	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	7	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	6	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	3	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	3	2007	Fall
BG	Waneta	5	2007	Fall
BG	Waneta	5	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	4	2007	Fall
BG	Waneta	0	2007	Fall
BG	Waneta	3	2007	Fall
BG	Waneta	3	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	1	2007	Fall
BG	Waneta	0	2007	Fall
BG	Waneta	2	2007	Fall
BG	Waneta	0	2007	Fall
BG	Waneta	3	2007	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	6	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	3	2008	Fall
BG	Waneta	6	2008	Fall
BG	Waneta	0	2008	Fall
BG	Waneta	0	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	4	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	4	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	6	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	5	2008	Fall
BG	Waneta	4	2008	Fall
BG	Waneta	6	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	0	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	7	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	7	2008	Fall
BG	Waneta	4	2008	Fall
BG	Waneta	3	2008	Fall
BG	Waneta	5	2008	Fall
BG	Waneta	6	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	5	2008	Fall
BG	Waneta	3	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	0	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	0	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	3	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	2	2008	Fall
BG	Waneta	1	2008	Fall
BG	Waneta	3	2008	Fall
BG	Waneta	1	2009	Fall
BG	Waneta	1	2009	Fall
BG	Waneta	6	2009	Fall
BG	Waneta	3	2009	Fall
BG	Waneta	1	2009	Fall
BG	Waneta	1	2009	Fall
BG	Waneta	2	2009	Fall
BG	Waneta	5	2009	Fall
BG	Waneta	4	2009	Fall
BG	Waneta	5	2009	Fall
BG	Waneta	5	2009	Fall
BG	Waneta	5	2009	Fall
BG	Waneta	4	2009	Fall
BG	Waneta	2	2009	Fall
BG	Waneta	2	2009	Fall
BG	Waneta	1	2009	Fall
BG	Waneta	0	2009	Fall
BG	Waneta	3	2009	Fall
BG	Waneta 	2	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	4	2006	Spring
BG	Waneta 	4	2006	Spring
BG	Waneta 	4	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	4	2006	Spring
BG	Waneta 	7	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	8	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	6	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	5	2006	Spring
BG	Waneta 	6	2006	Spring
BG	Waneta 	5	2006	Spring
SMB	Waneta	0	2003	Fall
SMB	Waneta	0	2003	Fall
SMB	Waneta	1	2003	Fall
SMB	Waneta	1	2003	Fall
SMB	Waneta	4	2003	Fall
SMB	Waneta	3	2003	Fall
SMB	Waneta	3	2003	Fall
SMB	Waneta	4	2003	Fall
SMB	Waneta	4	2003	Fall
SMB	Waneta	4	2003	Fall
SMB	Waneta	4	2003	Fall
SMB	Waneta	5	2003	Fall
SMB	Waneta	5	2003	Fall
SMB	Waneta	6	2003	Fall
SMB	Waneta	8	2003	Fall
SMB	Waneta	7	2003	Fall
SMB	Waneta	7	2003	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	0	2004	Fall
SMB	Waneta	1	2004	Fall
SMB	Waneta	1	2004	Fall
SMB	Waneta	2	2004	Fall
SMB	Waneta	2	2004	Fall
SMB	Waneta	2	2004	Fall
SMB	Waneta	4	2004	Fall
SMB	Waneta	4	2004	Fall
SMB	Waneta	5	2004	Fall
SMB	Waneta	8	2004	Fall
SMB	Waneta	0	2005	Fall
SMB	Waneta	0	2005	Fall
SMB	Waneta	0	2005	Fall
SMB	Waneta	0	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	1	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	2	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	4	2005	Fall
SMB	Waneta	3	2005	Fall
SMB	Waneta	5	2005	Fall
SMB	Waneta	5	2005	Fall
SMB	Waneta	8	2005	Fall
SMB	Waneta	0	2006	Fall
SMB	Waneta	0	2006	Fall
SMB	Waneta	0	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	2	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	2	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	1	2006	Fall
SMB	Waneta	2	2006	Fall
SMB	Waneta	1	2006	Fall
